user_ID,frequence,amount,recently,type
2733,4,4710,6,1
2734,3,1394,16,0
2736,2,2038,92,0
2737,2,2519,79,1
2738,2,1204,1,0
2739,1,1162,48,0
2740,2,1624,29,0
2741,3,2701,10,1
2742,4,4888,4,1
2743,4,2138,38,1
2745,1,1391,98,0
2748,1,656,50,0
2749,1,1585,19,0
2750,4,3401,70,1
2751,2,930,50,0
2752,1,432,58,0
2753,3,1239,132,0
2755,2,1594,47,0
2756,2,1727,108,0
2758,1,1406,15,0
2761,7,4509,21,1
2762,2,2029,48,0
2763,3,1114,73,0
2764,2,852,166,0
2765,3,2104,11,0
2766,2,1321,39,0
2769,4,2902,0,1
2772,2,1358,71,0
2773,2,1305,49,0
2775,4,4565,24,1
2778,4,5075,8,1
2779,2,1805,52,0
2780,3,1518,85,0
2781,3,3343,36,1
2782,1,695,58,0
2783,3,2052,6,0
2784,4,5042,14,1
2785,3,2566,57,0
2786,3,2197,15,0
2787,1,550,107,0
2788,2,906,3,0
2790,2,3132,103,1
2791,7,4794,1,1
2792,4,4498,63,1
2793,1,488,14,0
2794,3,1904,6,0
2795,1,722,7,0
2796,4,2004,38,1
2797,33,30849,8,1
2799,1,1087,20,0
2800,3,2320,88,0
2801,1,1642,77,0
2802,3,2810,25,1
2803,1,244,56,0
2804,2,2134,157,0
2805,3,1897,82,0
2806,2,3179,57,1
2807,5,3861,53,1
2808,3,2418,73,0
2809,4,4000,3,1
2810,3,2089,9,1
2811,3,2115,65,0
2812,3,1880,40,1
2814,5,5074,88,1
2816,2,2761,65,1
2818,2,2184,26,0
2819,2,976,1,0
2822,1,1490,103,0
2824,4,3821,76,1
2826,1,1280,7,0
2827,1,1123,95,0
2829,7,6286,42,1
2831,3,3055,180,0
2835,1,260,48,0
2836,4,2915,127,1
2838,3,3358,110,1
2839,1,344,170,0
2841,1,1030,98,0
2843,2,2156,32,0
2844,25,24916,18,1
2845,3,2476,26,1
2846,2,758,15,0
2847,1,1232,123,0
2848,1,1361,69,0
2849,2,1945,208,0
2850,2,2202,61,0
2852,3,2878,52,1
2853,4,5334,43,1
2854,3,1819,128,0
2855,2,2320,54,0
2856,3,2485,168,0
2857,1,1342,100,0
2858,1,1294,159,0
2861,1,999,6,0
2864,2,2019,54,0
2865,2,665,171,0
2866,3,2208,70,0
2868,2,2589,37,1
2869,3,2696,43,1
2870,2,2436,58,0
2871,3,3134,75,1
2872,2,2106,73,0
2874,3,1900,85,0
2875,2,1279,8,0
2876,3,3143,45,1
2880,2,2035,38,0
2882,3,2364,17,0
2883,4,4438,57,1
2884,3,3258,8,1
2886,4,3448,39,1
2887,2,2164,117,0
2890,1,1214,87,0
2892,7,4432,40,1
2893,5,4379,54,1
2896,1,433,114,0
2897,3,2952,48,1
2898,2,777,95,0
2899,1,434,55,0
2900,3,2680,51,1
2901,5,2789,99,1
2905,2,1892,97,0
2906,1,960,25,0
2907,1,459,89,0
2909,4,3651,34,1
2910,2,2029,52,0
2911,2,2787,115,0
2912,3,1424,17,1
2913,1,568,7,0
2914,4,4056,32,1
2916,3,1119,52,0
2918,4,3827,28,1
2921,4,3809,46,1
2923,2,2250,50,0
2924,2,801,159,0
2925,2,1561,14,0
2926,4,3534,82,1
2927,1,1338,2,0
2928,2,1143,126,0
2929,2,3161,154,0
2932,4,2997,42,1
2933,2,2134,154,0
2935,5,5065,15,1
2936,5,6488,6,1
2937,2,2845,50,0
2940,1,671,47,0
2941,2,2703,10,1
2942,2,1132,28,0
2945,2,2006,52,0
2947,6,4477,53,1
2948,3,3168,65,1
2949,3,2946,32,1
2952,5,5264,4,1
2953,5,6601,25,1
2954,2,2172,65,0
2955,1,1414,133,0
2957,2,1828,50,0
2958,2,1946,27,0
2959,31,29614,4,1
2960,2,1938,61,0
2961,2,2845,54,1
2962,1,1275,14,0
2963,1,461,68,0
2964,3,2363,3,1
2965,4,3479,5,1
2966,2,2289,0,0
2967,1,252,170,0
2968,2,2081,34,0
2969,1,424,56,0
2970,3,3151,29,1
2971,5,5686,2,1
2972,3,3043,112,0
2973,4,3229,1,1
2976,2,2826,100,0
2978,2,2307,42,0
2981,5,4681,21,1
2982,4,3445,21,1
2983,2,1838,129,0
2984,4,4581,56,1
2985,2,2722,50,1
2986,1,1429,8,0
2987,3,2511,16,1
2989,1,728,6,0
2990,3,2861,27,1
2992,3,2121,22,1
2993,2,1612,37,0
2995,2,1779,41,0
2996,4,4213,14,1
2997,1,751,24,0
2998,3,2841,15,1
2999,2,1925,86,0
3002,3,2651,102,1
3003,2,1547,8,0
3004,1,1565,42,0
3007,4,3123,38,1
3009,3,3291,35,1
3010,5,3909,47,1
3011,2,1862,16,0
3012,5,3231,29,1
3013,1,1208,50,0
3016,4,2163,17,0
3017,3,2254,5,0
3018,2,1675,27,0
3020,2,2543,63,0
3021,4,4317,106,1
3022,2,1721,76,0
3023,2,908,75,0
3026,2,1947,51,0
3027,2,2495,125,0
3028,3,2188,3,1
3029,2,1339,82,0
3030,2,1533,118,0
3032,1,891,44,0
3035,2,1934,194,0
3036,3,2511,15,1
3037,7,5572,13,1
3040,1,983,36,0
3042,6,3558,10,1
3044,2,1302,9,0
3047,4,4037,11,1
3048,3,3168,6,1
3053,1,1234,100,0
3055,2,1411,88,0
3057,3,4504,40,1
3058,2,1586,138,0
3059,1,573,27,0
3061,1,1464,3,0
3062,2,2188,12,0
3063,3,2581,115,1
3064,2,1568,70,0
3066,2,3105,13,1
3067,3,2513,84,0
3068,1,707,45,0
3069,2,1340,9,0
3070,3,2639,79,1
3074,2,1833,2,0
3075,1,241,74,0
3077,5,4576,35,1
3078,2,2211,57,0
3079,5,3237,27,1
3080,3,3621,24,1
3081,1,1332,34,0
3082,2,1726,90,0
3084,1,288,28,0
3086,2,1905,118,0
3087,2,2639,42,1
3088,4,3740,97,1
3089,4,3973,90,1
3090,4,3136,27,1
3091,6,6322,8,1
3093,4,2899,78,1
3094,2,2996,26,1
3095,4,3110,51,1
3096,4,4222,80,1
3098,3,3929,24,1
3099,3,1764,21,0
3101,4,2520,69,1
3102,5,5064,24,1
3103,3,3129,78,1
3105,2,1146,41,0
3106,3,2455,34,0
3107,4,3647,4,1
3108,2,1598,111,0
3110,2,1415,78,0
3111,1,599,35,0
3112,4,4449,18,1
3113,4,3950,52,1
3114,2,1250,109,0
3115,5,3348,46,1
3117,3,2552,5,1
3118,2,2416,55,0
3120,2,749,6,0
3121,3,3254,142,1
3123,1,883,60,0
3124,1,975,104,0
3125,3,2403,64,0
3126,4,2541,81,1
3127,4,3256,16,1
3128,2,766,2,0
3129,3,3103,49,1
3130,5,3786,18,1
3131,2,2173,79,0
3133,1,1112,22,0
3134,2,1895,70,0
3136,1,705,203,0
3138,23,20373,1,1
3140,3,2288,108,0
3141,4,3710,14,1
3142,4,1765,41,1
3143,1,1315,99,0
3145,4,4866,128,1
3146,5,4530,58,1
3147,3,3221,10,1
3149,2,1880,18,0
3150,5,6428,1,1
3151,1,539,2,0
3152,4,3242,25,1
3158,3,2829,78,1
3159,3,1947,14,1
3160,3,2323,14,1
3161,2,883,92,0
3166,1,284,52,0
3167,2,2266,13,0
3169,2,843,71,0
3173,3,2210,76,0
3174,4,4742,10,1
3175,1,1568,58,0
3176,2,2096,72,0
3177,2,1920,40,0
3178,3,4097,104,1
3180,2,2648,28,1
3181,2,2714,11,1
3184,3,1331,110,0
3186,4,5127,9,1
3187,2,2062,51,0
3188,3,2601,94,1
3189,2,1369,19,0
3195,5,6901,41,1
3196,6,5819,78,1
3198,3,3258,115,0
3199,3,1345,1,0
3200,3,1534,7,0
3201,3,2255,101,0
3202,4,3532,1,1
3203,4,2390,39,1
3205,2,2940,40,1
3206,1,1035,110,0
3208,1,994,45,0
3209,3,1967,12,1
3210,2,1449,165,0
3211,4,3330,7,1
3212,3,3268,17,1
3214,3,2731,66,0
3216,1,1140,42,0
3218,2,1464,3,0
3222,1,344,28,0
3223,2,1904,114,0
3225,32,28695,2,1
3226,2,2109,102,0
3229,4,4420,14,1
3230,3,3592,8,1
3232,31,25711,7,1
3233,1,362,145,0
3234,3,2272,59,0
3235,6,6206,56,1
3236,2,1215,20,0
3238,3,2389,14,1
3239,6,4965,8,1
3240,33,31902,9,1
3242,2,1406,9,0
3243,2,1264,147,0
3244,27,24677,9,1
3245,2,1993,162,0
3246,3,2745,102,1
3250,3,2878,6,1
3251,1,370,78,0
3252,1,955,127,0
3253,2,1444,49,0
3257,1,1259,110,0
3258,3,2846,147,0
3261,2,1312,85,0
3262,2,1843,125,0
3263,2,1884,83,0
3266,3,1718,17,0
3269,1,935,83,0
3270,5,5368,142,1
3272,4,2526,73,0
3273,6,4917,3,1
3274,1,576,37,0
3275,1,700,73,0
3276,2,1891,72,0
3277,4,3464,12,1
3278,2,1142,79,0
3279,2,1470,35,0
3281,4,4242,85,1
3283,5,5407,39,1
3284,1,1495,98,0
3285,1,1078,86,0
3287,1,1157,77,0
3288,3,3298,42,1
3290,3,3838,74,1
3291,2,2699,104,0
3292,2,697,65,0
3293,2,1054,26,0
3296,2,1670,52,0
3297,3,4067,56,1
3298,1,1259,43,0
3300,4,4291,69,1
3301,3,3246,79,1
3303,2,1933,158,0
3304,6,6901,27,1
3305,3,3655,11,1
3306,3,1608,16,0
3307,33,30400,9,1
3308,1,1380,7,0
3310,3,2033,29,0
3311,3,2251,4,1
3312,1,1551,15,0
3313,6,5118,14,1
3314,1,994,100,0
3315,3,2384,45,0
3316,3,2983,49,1
3317,3,3857,41,1
3318,1,463,52,0
3319,3,3183,160,0
3320,5,6958,22,1
3322,3,2369,166,0
3323,4,4912,17,1
3324,2,1950,108,0
3325,2,2198,47,0
3326,2,1804,38,0
3327,2,969,46,0
3328,2,2241,9,0
3329,5,4752,9,1
3330,5,5654,13,1
3331,3,2165,84,0
3334,4,3723,28,1
3335,1,880,27,0
3337,2,946,24,0
3338,1,1006,149,0
3339,1,1604,16,0
3342,2,1250,13,0
3343,1,1226,65,0
3344,2,2425,126,0
3346,2,3065,70,0
3348,2,2927,109,0
3349,6,2943,85,1
3351,3,1887,12,0
3352,2,2690,0,1
3353,4,2923,10,1
3354,3,2360,21,1
3355,1,494,2,0
3359,2,1436,100,0
3362,8,8794,28,1
3363,2,1783,54,0
3365,2,2861,0,1
3366,2,1710,58,0
3367,2,1909,15,0
3368,4,3216,82,1
3369,2,2192,3,0
3370,3,3448,118,1
3371,2,2316,55,0
3372,4,4076,3,1
3373,2,1228,5,0
3375,1,706,52,0
3376,1,739,19,0
3378,4,3863,46,1
3379,3,2292,11,1
3381,3,1860,44,0
3382,2,1622,150,0
3383,4,2592,32,1
3384,4,5151,71,1
3385,1,940,42,0
3387,3,3354,29,1
3389,1,1170,79,0
3390,2,1725,64,0
3391,2,1180,7,0
3397,3,3085,120,1
3398,3,1485,8,1
3399,3,1961,21,0
3401,1,1372,108,0
3402,4,3316,20,1
3403,2,1316,18,0
3404,1,1194,130,0
3405,5,4955,5,1
3406,2,2104,48,0
3407,2,1595,203,0
3408,1,1036,25,0
3409,1,254,16,0
3410,1,590,102,0
3413,2,1234,12,0
3414,2,1504,46,0
3415,3,2823,27,1
3416,2,2541,178,1
3417,3,3000,54,1
3418,3,3381,128,0
3419,3,3003,119,1
3420,1,1485,89,0
3421,2,1226,150,0
3423,2,1960,8,0
3424,2,2891,87,0
3426,5,4064,4,1
3427,4,1798,77,0
3430,34,31903,5,1
3432,4,3064,12,1
3433,4,4372,41,1
3434,1,689,6,0
3435,1,280,92,0
3436,2,1790,38,0
3437,2,3055,173,0
3438,2,1611,51,0
3442,3,1904,8,0
3445,2,1524,64,0
3446,1,1439,6,0
3448,2,1041,47,0
3450,3,3600,49,1
3451,1,429,175,0
3455,1,769,110,0
3456,23,22102,38,1
3457,3,1898,56,0
3461,3,1258,17,0
3463,3,2205,35,0
3465,1,521,45,0
3466,3,2425,34,1
3468,1,1052,101,0
3469,2,1220,116,0
3471,3,1884,23,0
3474,2,1111,129,0
3475,1,1129,23,0
3476,2,2308,48,0
3477,1,1107,142,0
3478,37,33570,4,1
3479,3,3362,69,1
3480,3,3153,41,1
3481,3,2125,58,0
3482,1,1097,115,0
3483,4,3181,41,1
3484,2,1770,5,0
3485,2,1260,45,0
3486,4,3718,65,1
3487,1,1011,156,0
3488,1,348,16,0
3489,2,1713,52,0
3490,1,949,47,0
3491,3,1759,32,1
3494,2,2810,40,1
3495,3,3002,15,1
3497,3,3144,13,1
3498,3,3977,6,1
3499,1,763,48,0
3500,2,1525,11,0
3501,3,2445,9,0
3502,2,1282,61,0
3503,3,1954,15,0
3507,4,2964,2,1
3508,3,2119,157,0
3510,4,2940,11,1
3511,3,2543,5,1
3512,4,4531,84,1
3513,28,24983,5,1
3514,2,1597,19,0
3515,2,2155,133,0
3516,3,3784,13,1
3517,2,2004,54,0
3518,4,3287,14,1
3519,2,793,38,0
3521,1,539,17,0
3522,2,1177,79,0
3523,2,1184,46,0
3525,4,3330,44,1
3527,1,1044,74,0
3529,1,911,127,0
3530,3,2231,110,0
3532,6,5940,39,1
3534,3,1793,15,0
3536,1,844,51,0
3537,2,1378,64,0
3538,1,1043,116,0
3540,1,876,78,0
3541,1,402,72,0
3542,6,5678,56,1
3543,4,4193,70,1
3544,2,1972,47,0
3545,3,2210,109,0
3546,1,1162,57,0
3549,1,1488,3,0
3550,1,1062,82,0
3551,3,3213,24,1
3552,2,1681,109,0
3554,4,2633,8,1
3555,4,3152,7,1
3556,3,1717,62,0
3557,1,1005,68,0
3559,3,2067,16,0
3562,3,3470,47,1
3563,6,4372,3,1
3564,1,1266,125,0
3565,3,2811,20,1
3566,1,1529,123,0
3567,2,1480,35,0
3568,25,19427,4,1
3570,1,298,58,0
3571,2,1573,156,0
3572,2,1517,48,0
3573,1,1183,40,0
3574,2,1492,79,0
3577,2,2185,41,0
3581,3,2822,20,1
3584,3,2103,63,0
3587,1,1620,32,0
3588,3,2800,7,1
3589,2,1470,136,0
3590,6,6846,7,1
3593,7,5946,8,1
3595,1,858,16,0
3596,2,3111,23,1
3597,2,787,17,0
3598,2,1716,48,0
3601,1,1543,89,0
3604,27,25646,1,1
3606,1,396,104,0
3607,3,2971,25,1
3612,3,2602,28,1
3613,3,1618,61,0
3614,3,3125,36,1
3616,1,1656,42,0
3617,5,5855,58,1
3618,3,3018,69,1
3619,1,532,37,0
3620,2,2624,71,0
3622,3,1558,19,0
3623,2,1222,3,0
3624,3,2875,99,1
3625,2,1165,11,0
3627,4,3163,34,1
3628,1,1473,37,0
3630,3,3368,81,1
3631,2,1203,51,0
3634,5,3291,100,0
3635,2,1260,138,0
3636,1,1332,51,0
3637,1,1015,22,0
3638,2,1408,84,0
3639,29,24288,10,1
3640,1,639,111,0
3641,2,2332,49,0
3642,3,3062,45,1
3644,2,890,129,0
3646,4,3020,5,1
3648,3,2765,18,1
3650,1,824,41,0
3651,2,1541,84,0
3652,2,1454,76,0
3653,2,1856,43,0
3654,1,496,145,0
3657,3,2651,34,1
3662,3,2030,10,1
3663,3,2544,106,0
3664,3,3975,77,1
3667,3,3411,35,1
3668,3,2113,50,0
3669,2,2721,51,0
3670,31,25826,2,1
3671,2,1652,70,0
3672,2,1415,83,0
3673,4,3516,94,1
3674,4,3315,13,1
3677,3,2768,38,1
3678,3,3273,3,1
3679,1,691,44,0
3680,3,2925,32,1
3681,4,2322,44,1
3683,3,1508,32,0
3684,5,4010,102,1
3685,2,1961,22,0
3686,2,1928,21,0
3687,3,3053,10,1
3690,1,584,55,0
3692,3,2449,4,0
3693,2,1355,108,0
3696,3,2932,73,1
3697,3,3040,35,1
3700,1,1366,123,0
3702,2,1366,25,0
3705,2,838,36,0
3706,5,4465,16,1
3707,2,809,4,0
3708,27,29502,3,1
3710,3,2158,66,0
3711,4,2253,28,0
3712,1,1349,4,0
3713,2,897,31,0
3714,2,1421,128,0
3715,4,3671,15,1
3716,2,1042,73,0
3717,3,1920,45,0
3718,6,3454,11,1
3720,1,436,77,0
3721,2,2513,135,1
3724,2,1510,116,0
3725,4,3530,31,1
3729,1,1085,53,0
3730,2,1301,46,0
3731,2,2660,157,0
3732,1,1314,22,0
3733,1,1245,76,0
3734,2,1286,106,0
3735,2,938,41,0
3737,2,1386,7,0
3738,1,516,34,0
3739,2,2885,86,0
3740,2,2536,62,1
3744,2,2083,71,0
3748,3,2629,80,1
3750,2,3432,22,1
3758,4,3678,72,1
3760,4,4399,36,1
3762,33,30394,4,1
3763,2,1583,113,0
3764,2,2452,116,0
3765,1,1240,23,0
3766,2,2807,23,1
3768,33,32699,3,1
3769,6,4299,16,1
3770,22,20097,18,1
3771,4,3264,92,1
3772,3,2455,13,1
3774,4,3615,81,1
3775,4,3054,118,1
3776,1,434,173,0
3777,1,1229,110,0
3778,2,824,53,0
3779,2,778,88,0
3781,2,2869,23,1
3782,3,1838,10,1
3783,2,1679,10,0
3784,2,2003,6,1
3785,1,1125,55,1
3786,6,4557,11,1
3787,1,1054,33,1
3788,3,2724,18,1
3790,1,1704,4,1
3791,2,1189,5,1
3792,1,636,8,1
3793,2,1401,8,1
3794,4,3191,68,1
3796,3,2257,42,0
3797,1,795,52,0
3798,2,1543,91,0
3799,4,4693,0,1
3801,1,457,80,0
3802,2,1612,82,0
3803,4,3209,42,1
3804,1,1070,8,0
3805,5,4609,1,1
3806,8,5927,36,1
3807,2,1913,144,0
3808,3,3801,11,1
3809,6,6022,25,1
3810,2,1357,87,0
3811,3,1714,48,1
3812,3,2525,67,1
3813,1,1288,114,0
3814,3,2152,86,0
3816,1,938,47,0
3818,2,1830,36,0
3819,1,529,175,0
3820,4,3595,98,1
3821,5,4306,32,1
3822,2,1565,26,0
3823,4,3908,12,1
3824,3,2086,77,0
3825,3,1984,34,0
3829,4,4323,4,1
3830,2,1630,65,0
3833,2,1292,71,0
3834,4,3241,11,1
3835,28,24382,9,1
3836,2,1347,64,0
3838,4,4271,74,1
3839,4,3810,106,1
3841,3,2220,155,0
3846,1,1012,99,0
982,3,2110,53,0
983,2,1968,41,0
986,3,2107,1,1
987,3,3608,1,1
988,4,4388,138,1
989,2,1785,10,0
990,2,943,98,0
991,3,4254,50,1
994,2,1816,46,0
995,3,2188,45,1
996,4,2097,59,0
998,1,1015,37,0
